2023-05-15 20:39:08,894 INFO    StreamThr :47528 [internal.py:wandb_internal():86] W&B internal server running at pid: 47528, started at: 2023-05-15 20:39:08.893942
2023-05-15 20:39:08,895 DEBUG   HandlerThread:47528 [handler.py:handle_request():144] handle_request: status
2023-05-15 20:39:08,895 INFO    WriterThread:47528 [datastore.py:open_for_write():85] open: /Users/rh/test_dir/3D_PoseEstimation/phase4_joined/wandb/run-20230515_203908-4moqozue/run-4moqozue.wandb
2023-05-15 20:39:08,897 DEBUG   SenderThread:47528 [sender.py:send():375] send: header
2023-05-15 20:39:08,913 DEBUG   SenderThread:47528 [sender.py:send():375] send: run
2023-05-15 20:39:09,339 INFO    SenderThread:47528 [dir_watcher.py:__init__():219] watching files in: /Users/rh/test_dir/3D_PoseEstimation/phase4_joined/wandb/run-20230515_203908-4moqozue/files
2023-05-15 20:39:09,340 INFO    SenderThread:47528 [sender.py:_start_run_threads():1124] run started: 4moqozue with start time 1684175948.893314
2023-05-15 20:39:09,340 DEBUG   SenderThread:47528 [sender.py:send_request():402] send_request: summary_record
2023-05-15 20:39:09,340 INFO    SenderThread:47528 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-15 20:39:09,341 DEBUG   HandlerThread:47528 [handler.py:handle_request():144] handle_request: check_version
2023-05-15 20:39:09,341 DEBUG   SenderThread:47528 [sender.py:send_request():402] send_request: check_version
2023-05-15 20:39:09,451 DEBUG   HandlerThread:47528 [handler.py:handle_request():144] handle_request: run_start
2023-05-15 20:39:09,461 DEBUG   HandlerThread:47528 [system_info.py:__init__():31] System info init
2023-05-15 20:39:09,462 DEBUG   HandlerThread:47528 [system_info.py:__init__():46] System info init done
2023-05-15 20:39:09,462 INFO    HandlerThread:47528 [system_monitor.py:start():181] Starting system monitor
2023-05-15 20:39:09,462 INFO    SystemMonitor:47528 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-15 20:39:09,462 INFO    HandlerThread:47528 [system_monitor.py:probe():201] Collecting system info
2023-05-15 20:39:09,463 INFO    SystemMonitor:47528 [interfaces.py:start():190] Started cpu monitoring
2023-05-15 20:39:09,463 DEBUG   HandlerThread:47528 [system_info.py:probe():195] Probing system
2023-05-15 20:39:09,463 INFO    SystemMonitor:47528 [interfaces.py:start():190] Started disk monitoring
2023-05-15 20:39:09,464 INFO    SystemMonitor:47528 [interfaces.py:start():190] Started gpuapple monitoring
2023-05-15 20:39:09,466 INFO    SystemMonitor:47528 [interfaces.py:start():190] Started memory monitoring
2023-05-15 20:39:09,468 INFO    SystemMonitor:47528 [interfaces.py:start():190] Started network monitoring
2023-05-15 20:39:09,473 DEBUG   HandlerThread:47528 [system_info.py:_probe_git():180] Probing git
2023-05-15 20:39:09,494 DEBUG   HandlerThread:47528 [system_info.py:_probe_git():188] Probing git done
2023-05-15 20:39:09,494 DEBUG   HandlerThread:47528 [system_info.py:probe():240] Probing system done
2023-05-15 20:39:09,494 DEBUG   HandlerThread:47528 [system_monitor.py:probe():210] {'os': 'macOS-13.3.1-arm64-arm-64bit', 'python': '3.9.6', 'heartbeatAt': '2023-05-15T18:39:09.463854', 'startedAt': '2023-05-15T18:39:08.882973', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/rh/test_dir/3D_PoseEstimation/phase4_joined/train.py', 'codePath': 'phase4_joined/train.py', 'git': {'remote': 'https://github.com/RHnejad/3D_PoseEstimation.git', 'commit': '2267621e3acc7c5f19c1aa75604a2e7d7d8050ff'}, 'email': 'r.h817@yahoo.com', 'root': '/Users/rh/test_dir/3D_PoseEstimation', 'host': 'tsf-444-wpa-2-165.epfl.ch', 'username': 'rh', 'executable': '/Library/Developer/CommandLineTools/usr/bin/python3', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 926.3517189025879, 'used': 8.454704284667969}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-05-15 20:39:09,494 INFO    HandlerThread:47528 [system_monitor.py:probe():211] Finished collecting system info
2023-05-15 20:39:09,494 INFO    HandlerThread:47528 [system_monitor.py:probe():214] Publishing system info
2023-05-15 20:39:09,494 DEBUG   HandlerThread:47528 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-15 20:39:09,495 DEBUG   HandlerThread:47528 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-15 20:39:09,495 INFO    HandlerThread:47528 [system_monitor.py:probe():216] Finished publishing system info
2023-05-15 20:39:09,498 DEBUG   SenderThread:47528 [sender.py:send():375] send: files
2023-05-15 20:39:09,498 INFO    SenderThread:47528 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-15 20:39:09,501 DEBUG   HandlerThread:47528 [handler.py:handle_request():144] handle_request: stop_status
2023-05-15 20:39:09,502 DEBUG   SenderThread:47528 [sender.py:send_request():402] send_request: stop_status
2023-05-15 20:39:09,687 DEBUG   SenderThread:47528 [sender.py:send():375] send: telemetry
2023-05-15 20:39:09,687 DEBUG   SenderThread:47528 [sender.py:send():375] send: telemetry
2023-05-15 20:39:09,993 INFO    wandb-upload_0:47528 [upload_job.py:push():137] Uploaded file /var/folders/_n/2l514mh53qs4g2w5zk3j_qh00000gn/T/tmpoczy2r7bwandb/k85d5wt5-wandb-metadata.json
2023-05-15 20:39:10,345 INFO    Thread-12 :47528 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/rh/test_dir/3D_PoseEstimation/phase4_joined/wandb/run-20230515_203908-4moqozue/files/requirements.txt
2023-05-15 20:39:10,345 INFO    Thread-12 :47528 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/rh/test_dir/3D_PoseEstimation/phase4_joined/wandb/run-20230515_203908-4moqozue/files/wandb-metadata.json
